match_id,blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_team_won
EUW1_7407008946,MonkeyKing,Mordekaiser,Pyke,Talon,Vayne,DrMundo,Ekko,Fizz,Leona,Varus,1
EUW1_7407044375,Aurora,Jhin,Karma,XinZhao,Zoe,Ashe,Karthus,Katarina,Riven,Soraka,1
EUW1_7407053329,Annie,Khazix,Leona,Samira,Vladimir,Braum,Ivern,MissFortune,Talon,Yasuo,1
EUW1_7407078061,Galio,KSante,Pyke,Samira,Zed,Ekko,Jinx,Lulu,Lux,Malphite,0
EUW1_7407081163,Aatrox,Caitlyn,JarvanIV,Karma,Zoe,Kaisa,Kled,Lucian,Nami,XinZhao,1
EUW1_7407086466,DrMundo,Hwei,MissFortune,Velkoz,XinZhao,Azir,Jhin,Lux,Udyr,Viego,1
EUW1_7407089177,Karthus,Rell,Renekton,Senna,Yasuo,Diana,Katarina,Nidalee,Renata,Varus,0
EUW1_7407142427,Ekko,Nautilus,Senna,Sion,Udyr,DrMundo,Kalista,Qiyana,Rell,Teemo,0
EUW1_7407194254,FiddleSticks,Karma,Kassadin,Viktor,Yasuo,Ekko,Mel,Poppy,Shen,Smolder,0
EUW1_7407194476,Ekko,MissFortune,Rell,Teemo,Udyr,Alistar,Jayce,Nunu,Smolder,Viktor,1
EUW1_7407195883,Katarina,MissFortune,Rengar,Rumble,Thresh,Janna,Jhin,Malphite,MasterYi,Veigar,1
EUW1_7407204908,Blitzcrank,JarvanIV,Kennen,MissFortune,MonkeyKing,Katarina,Nautilus,Riven,Smolder,Viego,0
EUW1_7407237005,Aurora,Heimerdinger,Jayce,Nasus,Pantheon,Darius,Draven,FiddleSticks,Poppy,Sylas,0
EUW1_7407237713,Aurora,Ezreal,Nocturne,Senna,Vladimir,Ambessa,Corki,Janna,Kaisa,Karthus,0
EUW1_7407242369,Mel,Milio,Sion,Vayne,Vi,Ekko,Orianna,Pyke,Tristana,Trundle,1
EUW1_7407258333,MonkeyKing,Morgana,Smolder,Yasuo,Zac,Kayle,Leona,Neeko,Shaco,Twitch,0
EUW1_7407274220,Belveth,Caitlyn,Gwen,Nami,Sylas,Alistar,Kindred,Sett,Velkoz,Yasuo,1
EUW1_7407283127,Hwei,Irelia,Jhin,Neeko,XinZhao,Rumble,Senna,Sion,Tristana,Udyr,1
EUW1_7407292020,Ezreal,Hecarim,Smolder,TahmKench,Volibear,Fiora,Kaisa,Nautilus,Sylas,Talon,1
EUW1_7407299007,Gragas,Morgana,TahmKench,Volibear,Zeri,Ahri,Belveth,Corki,Darius,Nautilus,1
EUW1_7407312201,Rell,Riven,Syndra,Udyr,Zeri,Anivia,Elise,Nocturne,Senna,Yone,1
EUW1_7407326507,JarvanIV,TahmKench,Taliyah,Yuumi,Zeri,Ekko,Fiora,Galio,Kaisa,Karma,0
EUW1_7407332351,Corki,Karthus,Lucian,Nami,Qiyana,Akali,Mel,Naafiri,Senna,Vex,1
EUW1_7407336137,Draven,Gragas,Kaisa,Kayn,Urgot,Corki,Darius,Nautilus,Olaf,Riven,1
EUW1_7407348328,Aurora,Belveth,Blitzcrank,Jhin,Veigar,Ezreal,Hwei,Khazix,Nautilus,Trundle,1
EUW1_7407356868,Ahri,Jax,Jhin,Milio,Udyr,Anivia,Aurora,Kalista,Nautilus,Nocturne,1
EUW1_7407357474,FiddleSticks,Jhin,Lucian,Samira,Ziggs,Kennen,Nunu,Soraka,TahmKench,Zilean,1
EUW1_7407373967,KSante,Kindred,MissFortune,Taliyah,Zilean,Karthus,Nautilus,Qiyana,Swain,Vayne,0
EUW1_7407382027,AurelionSol,Ezreal,Karma,Kindred,Ornn,Bard,Jayce,Jhin,Xerath,XinZhao,1
EUW1_7407387505,Jayce,Lissandra,Ornn,TwistedFate,Xayah,Milio,MonkeyKing,Sylas,Tristana,Ziggs,1
EUW1_7407527528,Corki,Jax,Rengar,Sona,Syndra,Ekko,Gragas,MissFortune,Rell,Tristana,0
EUW1_7407536487,Aatrox,Lucian,Nami,Neeko,Viego,Hwei,Lulu,Nidalee,Sion,Varus,1
EUW1_7407545506,Amumu,Ezreal,Talon,Vayne,Velkoz,Aatrox,DrMundo,Galio,Jinx,Nami,1
EUW1_7407564691,Elise,JarvanIV,Kaisa,Lux,Sion,Aatrox,Ashe,Karthus,Smolder,Thresh,1
EUW1_7407565687,DrMundo,Ekko,Leona,Malzahar,Viktor,Evelynn,Garen,MissFortune,Rell,Zed,1
EUW1_7407575027,Annie,Ezreal,Jayce,Rumble,Senna,Corki,MissFortune,Nautilus,Pantheon,Teemo,1
EUW1_7407581389,Ivern,Rell,Seraphine,Tristana,Vladimir,Aatrox,Azir,JarvanIV,Kaisa,Nautilus,0
EUW1_7407608561,Lucian,Nautilus,Shen,Viego,Ziggs,Braum,Ezreal,Jayce,Xerath,XinZhao,0
EUW1_7407616301,Ashe,Belveth,DrMundo,Poppy,Taliyah,Kayle,Lillia,Rell,Samira,Zed,1
EUW1_7407625545,Elise,Hwei,Pyke,Sett,Smolder,Caitlyn,Ekko,Teemo,Thresh,Udyr,0
EUW1_7407631121,Gragas,Nasus,Tristana,Viego,Yuumi,Annie,Katarina,Rell,Shaco,Warwick,1
EUW1_7407648708,Alistar,Azir,Kaisa,MasterYi,Rumble,Galio,Jayce,Senna,Syndra,Taliyah,1
EUW1_7407648950,Azir,DrMundo,JarvanIV,Leona,Lucian,Alistar,Karthus,Senna,Teemo,Yone,0
EUW1_7407656812,Elise,Jinx,Mel,Nasus,Viego,Hwei,Irelia,JarvanIV,Leona,Taliyah,0
EUW1_7407675276,Ambessa,Azir,MissFortune,Nami,Vi,Bard,Ezreal,Kennen,Pantheon,Taliyah,0
EUW1_7407688858,Amumu,Neeko,Orianna,Smolder,Trundle,Belveth,Ekko,Jax,Jhin,Soraka,1
EUW1_7407694172,Corki,Elise,Ezreal,Kennen,Nautilus,Karthus,Lulu,Senna,Sett,Yorick,0
EUW1_7407710200,Bard,Ezreal,Gragas,Taliyah,XinZhao,Ashe,Chogath,Corki,Elise,Lulu,1
EUW1_7407727398,JarvanIV,Nami,Neeko,Poppy,Senna,Ashe,Khazix,Mel,Riven,Seraphine,1
EUW1_7407729389,Lucian,Maokai,Naafiri,Rumble,Syndra,Irelia,Rell,Senna,Taliyah,Udyr,0
EUW1_7407739115,Brand,Karma,Lux,Olaf,Tristana,Corki,Naafiri,Nami,Nasus,Neeko,1
EUW1_7407748037,Ambessa,Karthus,Senna,Soraka,Yone,Kaisa,Karma,Kayn,Lissandra,Rumble,0
